Course Link,Title,Short Description,Length,Effort,Price,Institution,Subject,Level,Prerequisites
https://www.edx.org/course/a-level-mathematics-for-year-12-course-1-algebraic,"A-level Mathematics for Year 12 - Course 1: Algebraic Methods, Graphs and Applied Mathematics Methods",Missing,7 Weeks,2-4 hours per week,"₹3,671",ImperialX,Math,Intermediate,Missing
https://www.edx.org/course/machine-learning-aprendizaje-automatico-con-python,Machine Learning (aprendizaje automático) con Python: una introducción práctica,El Machine Learning puede ser una herramienta increíblemente beneficiosa para descubrir información y predecir tendencias futuras. Este curso de aprendizaje automático con Python te brindará todas las herramientas que necesitas para comenzar con el aprendizaje supervisado y autónomo.,5 Weeks,4-6 hours per week,"₹3,671",IBM,Computer Science,Introductory,Missing
https://www.edx.org/course/conducting-an-informational-interview,Conducting an Informational Interview,"This is the capstone networking course. Put all the skills that you have learned into practice. You’ll introduce yourself, write effective email, highlight your best qualities, and conduct an informational interview with a person of your choice.",8 Weeks,3-5 hours per week,"₹7,416",UWashingtonX,Language,Introductory,Intermediate level of English language proficiency
https://www.edx.org/course/macroeconometric-forecasting-2,Macroeconometric Forecasting,Learn how to create and assess forecasting models to predict macroeconomic variables such as inflation and economic growth.,9 Weeks,8-10 hours per week,"₹1,873",IMFx,Economics & Finance,Intermediate,A background in statistics and economics at the undergraduate level is assumed.
https://www.edx.org/course/android-introduccion-a-la-programacion,Android: Introducción a la Programación,"Desarrollaremos una aplicación de ejemplo, ""Mis Lugares Favoritos,"" para conocer el entorno de desarrollo de Android y sus elementos.",10 Weeks,4-5 hours per week,"₹3,746",UPValenciaX,Computer Science,Introductory,"Buen nivel de programación. Se recomienda tener conocimientos de algún lenguaje orientado a objetos, especialmente si se trata de Java. (NOTA: En el curso se incluye una unidad para repasar Java)"
https://www.edx.org/course/computer-hardware-and-operating-systems,Computer Hardware and Operating Systems,This is a self-paced course from NYU that provides an Introduction to Computer Hardware and Operating Systems,6 Weeks,3-5 hours per week,$150 USD,NYUx,Computer Science,Introductory,None
https://www.edx.org/course/fundamentos-de-anatomia-y-tecnica-quirurgica-basic,Fundamentos de anatomía y técnica quirúrgica básica,Aprende de una manera creativa y divertida cómo está constituido el cuerpo humano a través de casos clínicos seleccionados basados en hechos históricos reales. Además conocerás las bases anatómicas para la práctica de algunos procedimientos de emergencias que pueden llegar a salvar vidas.,4 Weeks,4-6 hours per week,$49 USD,URosarioX,Medicine,Introductory,Missing
https://www.edx.org/course/risk-return,Risk & Return,Learn how to measure the risk and return of equity and debt; and compute the weighted average of cost of capital.,4 Weeks,3-4 hours per week,$225 USD,ColumbiaX,Business & Management,Introductory,Students must be familiar with basic concepts of Accounting; basic skills in Microsoft Excel (or equivalent); Students should have completed Introduction to Corporate Finance and The Free Cash Flow Method for Firm Valuation.
https://www.edx.org/course/sustainable-cities-2,Sustainable Cities,"Learn how government, the private sector, and other actors can support sustainable urban development",9 Weeks,4-6 hours per week,"₹3,671",SDGAcademyX,Environmental Studies,Intermediate,None.
https://www.edx.org/course/identifying-entrepreneurial-opportunities,Identifying Entrepreneurial Opportunities,Learn today’s newest skills and tools for identifying and acting on entrepreneurial opportunities for startup companies and corporate innovations,4 Weeks,2-3 hours per week,"₹11,162","UMD
USMx",Business & Management,Introductory,None
https://www.edx.org/course/computing-in-python-iv-objects-algorithms,Computing in Python IV: Objects & Algorithms,"Learn about recursion, search and sort algorithms, and object-oriented programming in Python.",5 Weeks,9-10 hours per week,$99 USD,GTx,Computer Science,Introductory,"CS1301xIII or equivalent knowledge is required. Certain problems may benefit from experience with algebra, geometry, pre-calculus, and trigonometry, but you can succeed without these."
https://www.edx.org/course/negotiation-skills-and-effective-communication,Negotiation Skills and Effective Communication,"It analyzes the “social” perspective of a negotiation and its impact on successful agreements, as well as the risks of ignoring it, or disregarding its applicability.",4 Weeks,5-8 hours per week,$149 USD,TecdeMonterreyX,Business & Management,Intermediate,Bachelor's Degree Level
https://www.edx.org/course/creative-coding,Creative Coding,"Learn object-oriented programming for graphic design, digital media, and creative applications",14 Weeks,8-10 hours per week,$249 USD,NYUx,Design,Introductory,"This class assumes a high degree of computer literacy, but not a high degree of programming ability. Having previous coding experience in Javascript, Java, C++, or Python is a plus, but not necessarily a must."
https://www.edx.org/course/the-rise-of-superheroes-and-their-impact-on-pop-cu,The Rise of Superheroes and Their Impact On Pop Culture,"EXCLUSIVE! When you complete a verified certificate in this course, you will receive digital artwork from a current comic book artist.",6 Weeks,1-2 hours per week,"₹3,746",SmithsonianX,Humanities,Introductory,None.
https://www.edx.org/course/data-analysis-essentials,Data Analysis Essentials,"Discover and acquire the quantitative data analysis skills that you will typically need to succeed on an MBA program. This course will cover the fundamentals of collecting, presenting, describing and making inferences from sets of data.",6 Weeks,4-6 hours per week,$79 USD,"ImperialBusinessX
ImperialX",Business & Management,Introductory,Secondary school (high school) maths
https://www.edx.org/course/coaching-skills-for-educators,Coaching Skills for Learner-Centred Conversations,"Using coaching approaches in your educational conversations will help you support learners to really maximise their potential, as you become an even more effective and inspiring educator. Over these next four modules, you will become much more familiar with some key coaching principles and skills, and will be equipped to start applying these in your own educational contexts.",4 Weeks,1-2 hours per week,$49 USD,ImperialX,Education & Teacher Training,Introductory,Missing
https://www.edx.org/course/human-rights-the-rights-of-refugees,Human Rights: The Rights of Refugees,Take action for human rights. This course will teach you about the human rights of refugees and empower you to defend them.,3 Weeks,3-5 hours per week,$49 USD,AmnestyInternationalX,Humanities,Introductory,None
https://www.edx.org/course/public-financial-management,Public Financial Management,What is the government budget cycle? How should governments prepare policy-oriented budgets? How to hold governments accountable? Learn from an IMF team who advises on budget management and hear testimonies from ministers of finance and civil society.,8 Weeks,4-6 hours per week,$25 USD,IMFx,Economics & Finance,Intermediate,Some knowledge of macroeconomics is desirable.
https://www.edx.org/course/medicinal-chemistry-the-molecular-basis-of-drug-di,Medicinal Chemistry: The Molecular Basis of Drug Discovery,"Gain a better understanding of the drug discovery process to learn how safe, effective drugs are developed and optimized.",7 Weeks,6-8 hours per week,$49 USD,DavidsonX,Medicine,Intermediate,"High school level chemistry and biology and some experience with organic chemistry.
Basic math skills (logarithms and exponential functions) are also recommended."
https://www.edx.org/course/risk-management-in-development-projects,Risk Management in Development Projects,Learn to preemptively manage positive and negative events that may affect the execution of a development project.,10 Weeks,2-3 hours per week,$25 USD,IDBx,Business & Management,Intermediate,"We recommend that participants be PMPs or CAPMs, or have prior project management training."
https://www.edx.org/course/best-practices-for-project-management-success,Best Practices for Project Management Success,Learn how to create an organizational environment that supports project success.,11 Weeks,8-12 hours per week,$150 USD,RITx,Business & Management,Intermediate,Successful completion of or understanding of concepts from PM9001x.
https://www.edx.org/course/maths-essentials,Maths Essentials,"Discover and acquire the fundamental maths skills that you will need to use while studying an MBA program, from algebra to differentiation and geometric series.",6 Weeks,2-5 hours per week,$79 USD,"ImperialBusinessX
ImperialX",Business & Management,Introductory,Secondary school (high school) maths
https://www.edx.org/course/lideres-para-la-gestion-en-seguridad-ciudadana-y-j,Líderes para la Gestión en Seguridad Ciudadana y Justicia,"Este curso se centra en seguridad ciudadana y justicia en America Latina y el Caribe. Aprende sobre lo ultimo en prevencion, modernizacion policial y de justicia, y reinsercion social.",10 Weeks,4-5 hours per week,$25 USD,IDBx,Social Sciences,Intermediate,Ninguno
https://www.edx.org/course/agile-for-project-control-2,"Agile Process, Project, and Program Controls","Learn Agile controls that get work done with confidence by using true transparency (actuals not estimates) and continuous improvement to ensure your people, process, and products deliver valuable, working solutions.",4 Weeks,2-3 hours per week,$199 USD,"UMD
USMx",Engineering,Advanced,Missing
